similitud,pieza_1,no_parte_1,pieza_2,no_parte_2,razon_no_fusion
97.9,CODO INOXIDABLE ROSCADO HEMBRA TIPO 304 DE 45° * 1/2,CODO I-218,"CODO INOXIDABLE ROSCADO HEMBRA TIPO 304 DE 45° * 2""",CODO I-214,Medidas/modelos diferentes
97.9,"CODO INOXIDABLE ROSCADO HEMBRA TIPO 304 DE 45° * 2""",CODO I-214,CODO INOXIDABLE ROSCADO HEMBRA TIPO 304 DE 45° * 3,CODO I-213,Medidas/modelos diferentes
97.9,"CODO INOXIDABLE ROSCADO HEMBRA TIPO 304 DE 45° * 2""",CODO I-214,CODO INOXIDABLE ROSCADO HEMBRA TIPO 304 DE 45° * 4,CODO I-212,Medidas/modelos diferentes
97.9,CODO INOXIDABLE ROSCADO HEMBRA TIPO 304 DE 45° * 3,CODO I-213,"CODO INOXIDABLE ROSCADO HEMBRA TIPO 304 DE 45° * 3/4""",CODO I-217,Medidas/modelos diferentes
97.9,CODO INOXIDABLE ROSCADO HEMBRA TIPO 304 DE 45° * 3,CODO I-213,CODO INOXIDABLE ROSCADO HEMBRA TIPO 304 DE 45° * 4,CODO I-212,Medidas/modelos diferentes
97.9,"CODO INOXIDABLE ROSCADO HEMBRA TIPO 304 DE 45° * 3/4""",CODO I-217,CODO INOXIDABLE ROSCADO HEMBRA TIPO 304 DE 45° * 4,CODO I-212,Medidas/modelos diferentes
97.9,CODO INOXIDABLE ROSCADO HEMBRA TIPO 304 DE 90° * 1,CODO I-201,CODO INOXIDABLE ROSCADO HEMBRA TIPO 304 DE 90° * 1/2,CODO I-203,Medidas/modelos diferentes
97.9,CODO INOXIDABLE ROSCADO HEMBRA TIPO 304 DE 90° * 1,CODO I-201,"CODO INOXIDABLE ROSCADO HEMBRA TIPO 304 DE 90° * 2""",CODO I-199,Medidas/modelos diferentes
97.9,CODO INOXIDABLE ROSCADO HEMBRA TIPO 304 DE 90° * 1,CODO I-201,"CODO INOXIDABLE ROSCADO HEMBRA TIPO 304 DE 90° * 3""",CODO I-198,Medidas/modelos diferentes
97.9,CODO INOXIDABLE ROSCADO HEMBRA TIPO 304 DE 90° * 1,CODO I-201,"CODO INOXIDABLE ROSCADO HEMBRA TIPO 304 DE 90° * 4""",CODO I-197,Medidas/modelos diferentes
97.9,CODO INOXIDABLE ROSCADO HEMBRA TIPO 304 DE 90° * 1/2,CODO I-203,"CODO INOXIDABLE ROSCADO HEMBRA TIPO 304 DE 90° * 2""",CODO I-199,Medidas/modelos diferentes
97.9,"CODO INOXIDABLE ROSCADO HEMBRA TIPO 304 DE 90° * 2""",CODO I-199,"CODO INOXIDABLE ROSCADO HEMBRA TIPO 304 DE 90° * 3""",CODO I-198,Medidas/modelos diferentes
97.9,"CODO INOXIDABLE ROSCADO HEMBRA TIPO 304 DE 90° * 2""",CODO I-199,"CODO INOXIDABLE ROSCADO HEMBRA TIPO 304 DE 90° * 4""",CODO I-197,Medidas/modelos diferentes
97.9,"CODO INOXIDABLE ROSCADO HEMBRA TIPO 304 DE 90° * 3""",CODO I-198,CODO INOXIDABLE ROSCADO HEMBRA TIPO 304 DE 90° * 3/4,CODO I-202,Medidas/modelos diferentes
97.9,"CODO INOXIDABLE ROSCADO HEMBRA TIPO 304 DE 90° * 3""",CODO I-198,"CODO INOXIDABLE ROSCADO HEMBRA TIPO 304 DE 90° * 4""",CODO I-197,Medidas/modelos diferentes
97.9,CODO INOXIDABLE ROSCADO HEMBRA TIPO 304 DE 90° * 3/4,CODO I-202,"CODO INOXIDABLE ROSCADO HEMBRA TIPO 304 DE 90° * 4""",CODO I-197,Medidas/modelos diferentes
97.9,REDUCCION BUSHING MACHO NPT * HEMBRA NPT 1 1/2*1/2,AIRE-RED-135,REDUCCION BUSHING MACHO NPT * HEMBRA NPT 1 1/4* 1/2,AIRE-RED-133,Medidas/modelos diferentes
97.9,REDUCCION BUSHING MACHO NPT * HEMBRA NPT 1 1/2*3/4,AIRE-RED-136,REDUCCION BUSHING MACHO NPT * HEMBRA NPT 1 1/4*3/4,AIRE-RED-134,Medidas/modelos diferentes
97.9,REDUCCION BUSHING MACHO NPT * HEMBRA NPT 1 1/4*3/4,AIRE-RED-134,REDUCCION BUSHING MACHO NPT * HEMBRA NPT 1 1/4*3/8,AIRE-RED-132,Medidas/modelos diferentes
97.8,REDUCCION BUSHING MACHO NPT * HEMBRA NPT 11/2 *1,AIRE-RED-137,"REDUCCION BUSHING MACHO NPT * HEMBRA NPT 21/2 * 1""",AIRE-RED-139,Medidas/modelos diferentes
97.8,REDUCCION BUSHING MACHO NPT * HEMBRA NPT 3/8*1/4,AIRE-RED-125,REDUCCION BUSHING MACHO NPT * HEMBRA NPT 3/8*1/8,AIRE-RED-124,Medidas/modelos diferentes
97.8,"TEE INOXIDABLE ROSCABLE HEMBRA TIPO 304 DE 3""",TEE IN-227,"TEE INOXIDABLE ROSCABLE HEMBRA TIPO 304 DE 3/4""",TEE IN-231,Medidas/modelos diferentes
97.7,"CODO INOXIDABLE SOLDABLE TIPO 304 DE 45° * 1 1/2""",CODO I-208,CODO INOXIDABLE SOLDABLE TIPO 304 DE 45° * 1/2,CODO I-211,Medidas/modelos diferentes
97.7,NIPLE ACERO AL CARBON DE 1 1/2 CUERDA CORRIDA,NIPLE -124,NIPLE ACERO AL CARBON DE 1/2 CUERDA CORRIDA,NIPLE -142,Medidas/modelos diferentes
97.7,"TEE INOXIDABLE ROSCABLE TIPO 304 HEMBRA DE 1""",TEE IN-230,"TEE INOXIDABLE ROSCABLE TIPO 304 HEMBRA DE 2""",TEE IN-228,Medidas/modelos diferentes
97.6,"CODO INOXIDABLE SOLDABLE TIPO 304 DE 45° * 1""",CODO I-209,CODO INOXIDABLE SOLDABLE TIPO 304 DE 45° * 1/2,CODO I-211,Medidas/modelos diferentes
97.6,"CODO INOXIDABLE SOLDABLE TIPO 304 DE 45° * 1""",CODO I-209,"CODO INOXIDABLE SOLDABLE TIPO 304 DE 45° * 2""",CODO I-207,Medidas/modelos diferentes
97.6,"CODO INOXIDABLE SOLDABLE TIPO 304 DE 45° * 1""",CODO I-209,"CODO INOXIDABLE SOLDABLE TIPO 304 DE 45° * 3""",CODO I-205,Medidas/modelos diferentes
97.6,"CODO INOXIDABLE SOLDABLE TIPO 304 DE 45° * 1""",CODO I-209,"CODO INOXIDABLE SOLDABLE TIPO 304 DE 45° * 4""",CODO I-204,Medidas/modelos diferentes
97.6,CODO INOXIDABLE SOLDABLE TIPO 304 DE 45° * 1/2,CODO I-211,"CODO INOXIDABLE SOLDABLE TIPO 304 DE 45° * 2""",CODO I-207,Medidas/modelos diferentes
97.6,"CODO INOXIDABLE SOLDABLE TIPO 304 DE 45° * 2""",CODO I-207,"CODO INOXIDABLE SOLDABLE TIPO 304 DE 45° * 3""",CODO I-205,Medidas/modelos diferentes
97.6,"CODO INOXIDABLE SOLDABLE TIPO 304 DE 45° * 2""",CODO I-207,"CODO INOXIDABLE SOLDABLE TIPO 304 DE 45° * 4""",CODO I-204,Medidas/modelos diferentes
97.6,"CODO INOXIDABLE SOLDABLE TIPO 304 DE 45° * 3""",CODO I-205,"CODO INOXIDABLE SOLDABLE TIPO 304 DE 45° * 3/4""",CODO I-210,Medidas/modelos diferentes
97.6,"CODO INOXIDABLE SOLDABLE TIPO 304 DE 45° * 3""",CODO I-205,"CODO INOXIDABLE SOLDABLE TIPO 304 DE 45° * 4""",CODO I-204,Medidas/modelos diferentes
97.6,"CODO INOXIDABLE SOLDABLE TIPO 304 DE 45° * 3/4""",CODO I-210,"CODO INOXIDABLE SOLDABLE TIPO 304 DE 45° * 4""",CODO I-204,Medidas/modelos diferentes
97.6,NIPLE ACERO AL CARBON DE 1/2 CUERDA CORRIDA,NIPLE -142,"NIPLE ACERO AL CARBON DE 2"" CUERDA CORRIDA",NIPLE -118,Medidas/modelos diferentes
97.6,"NIPLE ACERO AL CARBON DE 2"" CUERDA CORRIDA",NIPLE -118,"NIPLE ACERO AL CARBON DE 3"" CUERDA CORRIDA",NIPLE -097,Medidas/modelos diferentes
97.6,"NIPLE ACERO AL CARBON DE 2"" CUERDA CORRIDA",NIPLE -118,"NIPLE ACERO AL CARBON DE 4"" CUERDA CORRIDA",NIPLE -091,Medidas/modelos diferentes
97.6,"NIPLE ACERO AL CARBON DE 3"" CUERDA CORRIDA",NIPLE -097,NIPLE ACERO AL CARBON DE 3/4 CUERDA CORRIDA,NIPLE -136,Medidas/modelos diferentes
97.6,"NIPLE ACERO AL CARBON DE 3"" CUERDA CORRIDA",NIPLE -097,"NIPLE ACERO AL CARBON DE 4"" CUERDA CORRIDA",NIPLE -091,Medidas/modelos diferentes
97.6,NIPLE ACERO AL CARBON DE 3/4 CUERDA CORRIDA,NIPLE -136,"NIPLE ACERO AL CARBON DE 4"" CUERDA CORRIDA",NIPLE -091,Medidas/modelos diferentes
97.6,CAJA CONDULET FC 1/2,CAJ-011,CAJA CONDULET FSC 1/2,CAJ-010,Similitud insuficiente para fusionar automáticamente
97.5,"TEE INOXIDABLE SOLDABLE TIPO 304 DE 1 1/2""",TEE IN-222,TEE INOXIDABLE SOLDABLE TIPO 304 DE 1/2,TEE IN-225,Medidas/modelos diferentes
97.4,CODO 45° MACHO JIC x MACHO NPTF 1 1/16 * 3/4,AIRE-COD-178,CODO 45° MACHO JIC x MACHO NPTF 1 5/16 * 3/4,AIRE-COD-179,Medidas/modelos diferentes
97.4,"CODO INOXIDABLE TIPO 304 SOLDABLE 90° * 1""",CODO I-194,"CODO INOXIDABLE TIPO 304 SOLDABLE 90° * 2""",CODO I-192,Medidas/modelos diferentes
97.4,"CODO INOXIDABLE TIPO 304 SOLDABLE 90° * 1""",CODO I-194,"CODO INOXIDABLE TIPO 304 SOLDABLE 90° * 3""",CODO I-191,Medidas/modelos diferentes
97.4,"CODO INOXIDABLE TIPO 304 SOLDABLE 90° * 1""",CODO I-194,CODO INOXIDABLE TIPO 304 SOLDABLE 90° * 4,CODO I-190,Medidas/modelos diferentes
97.4,"CODO INOXIDABLE TIPO 304 SOLDABLE 90° * 2""",CODO I-192,"CODO INOXIDABLE TIPO 304 SOLDABLE 90° * 3""",CODO I-191,Medidas/modelos diferentes
97.4,"CODO INOXIDABLE TIPO 304 SOLDABLE 90° * 2""",CODO I-192,CODO INOXIDABLE TIPO 304 SOLDABLE 90° * 4,CODO I-190,Medidas/modelos diferentes
97.4,"CODO INOXIDABLE TIPO 304 SOLDABLE 90° * 3""",CODO I-191,CODO INOXIDABLE TIPO 304 SOLDABLE 90° * 4,CODO I-190,Medidas/modelos diferentes
97.4,"TEE INOXIDABLE SOLDABLE TIPO 304 DE 1""",TEE IN-223,TEE INOXIDABLE SOLDABLE TIPO 304 DE 1/2,TEE IN-225,Medidas/modelos diferentes
97.4,TEE INOXIDABLE SOLDABLE TIPO 304 DE 1/2,TEE IN-225,"TEE INOXIDABLE SOLDABLE TIPO 304 DE 2""",TEE IN-221,Medidas/modelos diferentes
97.4,"TEE INOXIDABLE SOLDABLE TIPO 304 DE 3""",TEE IN-220,"TEE INOXIDABLE SOLDABLE TIPO 304 DE 3/4""",TEE IN-224,Medidas/modelos diferentes
97.4,"TEE INOXIDABLE SOLDABLE TIPO 304 DE 3/4""",TEE IN-224,"TEE INOXIDABLE SOLDABLE TIPO 304 DE 4""",TEE IN-219,Medidas/modelos diferentes
97.4,TORNILLO 1/4* 1 1/2 GALVANIZADO GRADO 5,TORNI-011,TORNILLO 1/4* 2 1/2 GALVANIZADO GRADO 5,TORNI-013,Medidas/modelos diferentes
97.4,TORNILLO 5/16* 1 1/2 GALVANIZADO GRADO 5,TORNI-016,TORNILLO 5/16 * 1 1/4 GALVANIZADO GRADO 5,TORNI-015,Medidas/modelos diferentes
97.3,"TEE INOXIDABLE SOLDABLE TIPO 304 DE 1""",TEE IN-223,"TEE INOXIDABLE SOLDABLE TIPO 304 DE 2""",TEE IN-221,Medidas/modelos diferentes
97.3,"TEE INOXIDABLE SOLDABLE TIPO 304 DE 1""",TEE IN-223,"TEE INOXIDABLE SOLDABLE TIPO 304 DE 3""",TEE IN-220,Medidas/modelos diferentes
97.3,"TEE INOXIDABLE SOLDABLE TIPO 304 DE 1""",TEE IN-223,"TEE INOXIDABLE SOLDABLE TIPO 304 DE 4""",TEE IN-219,Medidas/modelos diferentes
97.3,"TEE INOXIDABLE SOLDABLE TIPO 304 DE 2""",TEE IN-221,"TEE INOXIDABLE SOLDABLE TIPO 304 DE 3""",TEE IN-220,Medidas/modelos diferentes
97.3,"TEE INOXIDABLE SOLDABLE TIPO 304 DE 2""",TEE IN-221,"TEE INOXIDABLE SOLDABLE TIPO 304 DE 4""",TEE IN-219,Medidas/modelos diferentes
97.3,"TEE INOXIDABLE SOLDABLE TIPO 304 DE 3""",TEE IN-220,"TEE INOXIDABLE SOLDABLE TIPO 304 DE 4""",TEE IN-219,Medidas/modelos diferentes
97.3,TORNILLO 1/4* 1 1/2 GALVANIZADO GRADO 5,TORNI-011,TORNILLO 1/4* 1/2 GALVANIZADO GRADO 5,TORNI-009,Medidas/modelos diferentes
97.3,TORNILLO 1/4* 1/2 GALVANIZADO GRADO 5,TORNI-009,TORNILLO 1/4* 2 1/2 GALVANIZADO GRADO 5,TORNI-013,Medidas/modelos diferentes
97.1,"CODO NEGRO SOLDABLE CED 30 1 1/2 "" * 45°",CODO N-040,"CODO NEGRO SOLDABLE CED 30 1/2"" * 45°",CODO N-043,Medidas/modelos diferentes
97.1,"CODO NEGRO SOLDABLE CED 30 1 1/2 "" * 45°",CODO N-040,"CODO NEGRO SOLDABLE CED 40 1 1/2""*45°",CODO N-023,Medidas/modelos diferentes
97.1,"CODO NEGRO SOLDABLE CED 30 1 1/2 "" * 90°",CODO N-032,"CODO NEGRO SOLDABLE CED 30 1/2"" * 90°",CODO N-035,Medidas/modelos diferentes
97.1,"CODO NEGRO SOLDABLE CED 30 1 1/2 "" * 90°",CODO N-032,CODO NEGRO SOLDABLE CED 40 1 1/2 * 90°,CODO N-014,Medidas/modelos diferentes
97.1,"CODO NEGRO SOLDABLE CED 40 1 1/2""*45°",CODO N-023,"CODO NEGRO SOLDABLE CED 40 1/2"" * 45°",CODO N-025,Medidas/modelos diferentes
97.1,CODO NEGRO SOLDABLE CED 40 1 1/2 * 90°,CODO N-014,"CODO NEGRO SOLDABLE CED 40 1/2"" * 90°",CODO N-017,Medidas/modelos diferentes
97.1,CODO NEGRO SOLDABLE CED 40 DE 5*90°,CODO N-010,CODO NEGRO SOLDABLE CED 40 DE 6*90°,CODO N-009,Medidas/modelos diferentes
97.1,"NIPLE TIPO BOTELLA GALVANIZADO DE 1""",NIPLE -173,"NIPLE TIPO BOTELLA GALVANIZADO DE 2""",NIPLE -172,Medidas/modelos diferentes
97.1,"NIPLE TIPO BOTELLA GALVANIZADO DE 1""",NIPLE -173,"NIPLE TIPO BOTELLA GALVANIZADO DE 3""",NIPLE -171,Medidas/modelos diferentes
97.1,"NIPLE TIPO BOTELLA GALVANIZADO DE 2""",NIPLE -172,"NIPLE TIPO BOTELLA GALVANIZADO DE 3""",NIPLE -171,Medidas/modelos diferentes
97.1,"TEE SOLDABLE NEGRA CED 30 DE 1 1/2""",TEE SO-054,"TEE SOLDABLE NEGRA CED 40 DE 1 1/2""",TEE SO-047,Medidas/modelos diferentes
97.1,TORNILLO 1/4* 1/2 GALVANIZADO GRADO 5,TORNI-009,TORNILLO 1/4* 2 GALVANIZADO GRADO 5,TORNI-012,Medidas/modelos diferentes
97.1,TORNILLO 3/8 *1 GALVANIZADO GRADO 5,TORNI-018,TORNILLO 3/8 *3 GALVANIZADO GRADO 5,TORNI-021,Medidas/modelos diferentes
97.1,TORNILLO 5/16 *1 GALVANIZADO GRADO 5,TORNI-014,TORNILLO 5/16*2 GALVANIZADO GRADO 5,TORNI-017,Medidas/modelos diferentes
97.1,TORNILLO DE 3/8*1 1/2 NEGRO GRADO 5,TORNI-031,TORNILLO DE 3/8*4 1/2 NEGRO GRADO 5,TORNI-037,Medidas/modelos diferentes
97.0,"CODO NEGRO SOLDABLE CED 30 1/2"" * 45°",CODO N-043,"CODO NEGRO SOLDABLE CED 40 1/2"" * 45°",CODO N-025,Medidas/modelos diferentes
97.0,"CODO NEGRO SOLDABLE CED 30 1/2"" * 90°",CODO N-035,"CODO NEGRO SOLDABLE CED 40 1/2"" * 90°",CODO N-017,Medidas/modelos diferentes
97.0,"CODO NEGRO SOLDABLE CED 30 3/4"" * 45°",CODO N-042,"CODO NEGRO SOLDABLE CED 40 3/4"" * 45°",CODO N-026,Medidas/modelos diferentes
97.0,"CODO NEGRO SOLDABLE CED 30 3/4"" * 90°",CODO N-034,"CODO NEGRO SOLDABLE CED 40 3/4"" * 90°",CODO N-016,Medidas/modelos diferentes
97.0,NIPLE ACERO AL CARBON DE 1 1/2 * 10,NIPLE -119,NIPLE ACERO AL CARBON DE 2 1/2 * 10,NIPLE -098,Medidas/modelos diferentes
97.0,"TEE SOLDABLE NEGRA CED 30 DE 1 1/2""",TEE SO-054,"TEE SOLDABLE NEGRA CED 30 DE 1/2""",TEE SO-056,Medidas/modelos diferentes
97.0,"TEE SOLDABLE NEGRA CED 40 DE 1 1/2""",TEE SO-047,"TEE SOLDABLE NEGRA CED 40 DE 1/2""",TEE SO-050,Medidas/modelos diferentes
97.0,"TUERCA GALVANIZADA GRADO 5 DE 1/4""",TUERC-100,TUERCA GALVANIZADA GRADO 5 DE 1/8,TUERC-098,Medidas/modelos diferentes
97.0,VALVULA DE VENTEO,,VALVULA DE VETEO,,Similitud insuficiente para fusionar automáticamente
97.0,"CONEXION RAPIDA HEMBRA DIXON DE 3""",A-300,"CONEXION RAPIDA HEMBRA DIXON DE 4""",A-400,Medidas/modelos diferentes
97.0,TORNILLO 7/16 * 1 1/2 NEGRO GRADO 5,TORNI-040,TORNILLO 7/16*2 1/2 NEGRO GRADO 5,TORNI-042,Medidas/modelos diferentes
97.0,TORNILLO 7/16 * 1 1/2 NEGRO GRADO 5,TORNI-040,TORNILLO 7/16*3 1/2 NEGRO GRADO 5,TORNI-044,Medidas/modelos diferentes
97.0,TORNILLO 7/16 * 1 1/2 NEGRO GRADO 5,TORNI-040,TORNILLO 9/16*1 1/2 NEGRO GRADO 5,TORNI-057,Medidas/modelos diferentes
97.0,TORNILLO 7/16*2 1/2 NEGRO GRADO 5,TORNI-042,TORNILLO 7/16*3 1/2 NEGRO GRADO 5,TORNI-044,Medidas/modelos diferentes
97.0,TORNILLO 7/16*3 1/2 NEGRO GRADO 5,TORNI-044,TORNILLO 9/16*3 1/2 NEGRO GRADO 5,TORNI-061,Medidas/modelos diferentes
97.0,TORNILLO 9/16*1 1/2 NEGRO GRADO 5,TORNI-057,TORNILLO 9/16*3 1/2 NEGRO GRADO 5,TORNI-061,Medidas/modelos diferentes
96.9,"CODO NEGRO SOLDABLE CED 30 1/2"" * 45°",CODO N-043,"CODO NEGRO SOLDABLE CED 30 1"" * 45°",CODO N-041,Medidas/modelos diferentes
96.9,"CODO NEGRO SOLDABLE CED 30 1/2"" * 45°",CODO N-043,"CODO NEGRO SOLDABLE CED 30 2"" *45°",CODO N-039,Medidas/modelos diferentes
96.9,"CODO NEGRO SOLDABLE CED 30 1/2"" * 90°",CODO N-035,"CODO NEGRO SOLDABLE CED 30 1"" * 90°",CODO N-033,Medidas/modelos diferentes
96.9,"CODO NEGRO SOLDABLE CED 30 1/2"" * 90°",CODO N-035,"CODO NEGRO SOLDABLE CED 30 2"" * 90°",CODO N-031,Medidas/modelos diferentes
96.9,"CODO NEGRO SOLDABLE CED 30 3/4"" * 45°",CODO N-042,"CODO NEGRO SOLDABLE CED 30 3""*45°",CODO N-038,Medidas/modelos diferentes
96.9,"CODO NEGRO SOLDABLE CED 30 3/4"" * 45°",CODO N-042,"CODO NEGRO SOLDABLE CED 30 4"" *45°",CODO N-037,Medidas/modelos diferentes
96.9,"CODO NEGRO SOLDABLE CED 30 3/4"" * 90°",CODO N-034,"CODO NEGRO SOLDABLE CED 30 3"" * 90°",CODO N-030,Medidas/modelos diferentes
96.9,"CODO NEGRO SOLDABLE CED 30 3/4"" * 90°",CODO N-034,"CODO NEGRO SOLDABLE CED 30 4"" * 90°",CODO N-029,Medidas/modelos diferentes
96.9,"CODO NEGRO SOLDABLE CED 40 1/2"" * 45°",CODO N-025,"CODO NEGRO SOLDABLE CED 40 1"" * 45°",CODO N-024,Medidas/modelos diferentes
96.9,"CODO NEGRO SOLDABLE CED 40 1/2"" * 45°",CODO N-025,"CODO NEGRO SOLDABLE CED 40 2"" * 45°",CODO N-022,Medidas/modelos diferentes
96.9,"CODO NEGRO SOLDABLE CED 40 1/2"" * 90°",CODO N-017,CODO NEGRO SOLDABLE CED 40 1*90°,CODO N-015,Medidas/modelos diferentes
96.9,"CODO NEGRO SOLDABLE CED 40 1/2"" * 90°",CODO N-017,CODO NEGRO SOLDABLE CED 40 2*90°,CODO N-013,Medidas/modelos diferentes
96.9,"CODO NEGRO SOLDABLE CED 40 3/4"" * 45°",CODO N-026,"CODO NEGRO SOLDABLE CED 40 3"" * 45°",CODO N-021,Medidas/modelos diferentes
96.9,"CODO NEGRO SOLDABLE CED 40 3/4"" * 45°",CODO N-026,"CODO NEGRO SOLDABLE CED 40 4"" * 45°",CODO N-020,Medidas/modelos diferentes
96.9,"CODO NEGRO SOLDABLE CED 40 3/4"" * 90°",CODO N-016,CODO NEGRO SOLDABLE CED 40 3*90°,CODO N-012,Medidas/modelos diferentes
96.9,"CODO NEGRO SOLDABLE CED 40 3/4"" * 90°",CODO N-016,CODO NEGRO SOLDABLE CED 40 4*90°,CODO N-011,Medidas/modelos diferentes
96.9,"CODO ROSCADO ACERO NEGRO 45° * 1 1/2""",CODO -068,CODO ROSCADO ACERO NEGRO 45° * 1/2,CODO -071,Medidas/modelos diferentes
96.9,"CODO ROSCADO ACERO NEGRO 90° * 1 1/2""",CODO R-061,"CODO ROSCADO ACERO NEGRO 90° * 1/2""",CODO R-064,Medidas/modelos diferentes
96.9,CODO ROSCADO GALVANIZADO 45° * 1 1/2,CODO R-082,CODO ROSCADO GALVANIZADO 45° * 1/2,CODO R-084,Medidas/modelos diferentes
96.9,"CODO ROSCADO GALVANIZADO 90° * 1 1/2""",CODO R-075,"CODO ROSCADO GALVANIZADO 90° * 1/2""",CODO R-078,Medidas/modelos diferentes
96.9,NIPLE ACERO AL CARBON DE 1 1/2 * 10,NIPLE -119,NIPLE ACERO AL CARBON DE 1/2 *10,NIPLE -137,Medidas/modelos diferentes
96.9,NIPLE ACERO AL CARBON DE 1 1/2 * 4,NIPLE -123,NIPLE ACERO AL CARBON DE 1 1/2 * 5,NIPLE -122,Medidas/modelos diferentes
96.9,NIPLE ACERO AL CARBON DE 1 1/2 * 4,NIPLE -123,NIPLE ACERO AL CARBON DE 1 1/2 * 6,NIPLE -121,Medidas/modelos diferentes
96.9,NIPLE ACERO AL CARBON DE 1 1/2 * 4,NIPLE -123,NIPLE ACERO AL CARBON DE 1 1/2 * 8,NIPLE -120,Medidas/modelos diferentes
96.9,NIPLE ACERO AL CARBON DE 1 1/2 * 4,NIPLE -123,NIPLE ACERO AL CARBON DE 2 1/2 * 4,NIPLE -109,Medidas/modelos diferentes
96.9,NIPLE ACERO AL CARBON DE 1 1/2 * 5,NIPLE -122,NIPLE ACERO AL CARBON DE 1 1/2 * 6,NIPLE -121,Medidas/modelos diferentes
96.9,NIPLE ACERO AL CARBON DE 1 1/2 * 5,NIPLE -122,NIPLE ACERO AL CARBON DE 1 1/2 * 8,NIPLE -120,Medidas/modelos diferentes
96.9,NIPLE ACERO AL CARBON DE 1 1/2 * 5,NIPLE -122,NIPLE ACERO AL CARBON DE 2 1/2 * 5,NIPLE -108,Medidas/modelos diferentes
96.9,NIPLE ACERO AL CARBON DE 1 1/2 * 6,NIPLE -121,NIPLE ACERO AL CARBON DE 1 1/2 * 8,NIPLE -120,Medidas/modelos diferentes
96.9,NIPLE ACERO AL CARBON DE 1 1/2 * 6,NIPLE -121,NIPLE ACERO AL CARBON DE 2 1/2 * 6,NIPLE -100,Medidas/modelos diferentes
96.9,NIPLE ACERO AL CARBON DE 1 1/2 * 8,NIPLE -120,NIPLE ACERO AL CARBON DE 2 1/2 * 8,NIPLE -099,Medidas/modelos diferentes
96.9,NIPLE ACERO AL CARBON DE 1/2 *10,NIPLE -137,NIPLE ACERO AL CARBON DE 2 1/2 * 10,NIPLE -098,Medidas/modelos diferentes
96.9,NIPLE ACERO AL CARBON DE 2 1/2 *,NIPLE -101,NIPLE ACERO AL CARBON DE 2 1/2 * 10,NIPLE -098,Medidas/modelos diferentes
96.9,NIPLE ACERO AL CARBON DE 2 1/2 * 4,NIPLE -109,NIPLE ACERO AL CARBON DE 2 1/2 * 5,NIPLE -108,Medidas/modelos diferentes
96.9,NIPLE ACERO AL CARBON DE 2 1/2 * 4,NIPLE -109,NIPLE ACERO AL CARBON DE 2 1/2 * 6,NIPLE -100,Medidas/modelos diferentes
96.9,NIPLE ACERO AL CARBON DE 2 1/2 * 4,NIPLE -109,NIPLE ACERO AL CARBON DE 2 1/2 * 8,NIPLE -099,Medidas/modelos diferentes
96.9,NIPLE ACERO AL CARBON DE 2 1/2 * 5,NIPLE -108,NIPLE ACERO AL CARBON DE 2 1/2 * 6,NIPLE -100,Medidas/modelos diferentes
